date,remittance,exchange_rate,oil_price,dofe_departures
2022-10-01,97982.3585585102,131.76999999999998,90.32666666667,62706.0
2022-11-01,99972.06676540966,129.76,87.37666666667,78370.0
2022-12-01,103659.14194305976,131.94,78.06666666667,68564.0
2023-01-01,106163.0705291648,130.13,80.41,65464.0
2023-02-01,106078.332989702,132.0,80.25333333333,64284.0
2023-03-01,106118.28614909132,131.39999999999998,76.47333333333,61845.0
2023-04-01,111192.3860205236,131.32999999999998,82.46,61478.0
2023-05-01,101788.53349433024,131.47,74.12333333333,54457.0
2023-06-01,107342.29797869328,131.36,73.26333333333,59422.0
2023-07-01,108033.38165154331,131.47,78.98333333333,55299.0
2023-08-01,116019.12383583808,132.73000000000002,84.72433333333,55575.0
2023-09-01,112382.94546852696,133.10000000000002,92.22,50884.0
2023-10-01,136967.94094551718,133.25,89.08366666667,56235.0
2023-11-01,112625.3187557126,133.04000000000002,81.35433333333,43622.0
2023-12-01,135289.0018494369,132.81,75.71933333333,71276.0
